 4625.0  1.090490  0.034494  1.090490  0.000000  0.000000  0.000000
 4630.0  1.080658  0.029618  1.080658  0.000000  0.000000  0.000000
 4635.0  1.052443  0.009503  1.052443  0.000000  0.000000  0.000000
 4640.0  1.034340  0.006895  1.034340  0.000000  0.000000  0.000000
 4645.0  1.012166  0.007023  1.012166  0.000000  0.000000  0.000000
 4650.0  1.019883  0.020705  1.019883  0.000000  0.000000  0.000000
 4655.0  1.051739  0.024802  1.051739  0.000000  0.000000  0.000000
 4660.0  1.066683  0.027301  1.066683  0.000000  0.000000  0.000000
 4665.0  1.008539  0.017341  1.008539  0.000000  0.000000  0.000000
 4670.0  1.003843  0.015290  1.003843  0.000000  0.000000  0.000000
 4675.0  1.033174  0.026638  1.033174  0.000000  0.000000  0.000000
 4680.0  1.032163  0.017427  1.032163  0.000000  0.000000  0.000000
 4685.0  1.039673  0.019729  1.039673  0.000000  0.000000  0.000000
 4690.0  1.034325  0.015742  1.034325  0.000000  0.000000  0.000000
 4695.0  1.029043  0.023880  1.029043  0.000000  0.000000  0.000000
 4700.0  0.989600  0.015436  0.989600  0.000000  0.000000  0.000000
 4705.0  0.985767  0.020543  0.985767  0.000000  0.000000  0.000000
 4710.0  1.010681  0.011294  1.010681  0.000000  0.000000  0.000000
 4715.0  1.049568  0.014051  1.049568  0.000000  0.000000  0.000000
 4720.0  1.081318  0.022462  1.081318  0.000000  0.000000  0.000000
 4725.0  1.059268  0.018777  1.059268  0.000000  0.000000  0.000000
 4730.0  1.017393  0.011600  1.017393  0.000000  0.000000  0.000000
 4735.0  1.033391  0.015378  1.033391  0.000000  0.000000  0.000000
 4740.0  1.053890  0.014376  1.053890  0.000000  0.000000  0.000000
 4745.0  1.076263  0.020956  1.076263  0.000000  0.000000  0.000000
 4750.0  1.069674  0.018733  1.069674  0.000000  0.000000  0.000000
 4755.0  1.049193  0.013604  1.049193  0.000000  0.000000  0.000000
 4760.0  1.039789  0.016764  1.039789  0.000000  0.000000  0.000000
 4765.0  1.021271  0.008079  1.021271  0.000000  0.000000  0.000000
 4770.0  1.045661  0.018828  1.045661  0.000000  0.000000  0.000000
 4775.0  1.079246  0.033506  1.079246  0.000000  0.000000  0.000000
 4780.0  1.077063  0.024233  1.077063  0.000000  0.000000  0.000000
 4785.0  1.050373  0.014257  1.050373  0.000000  0.000000  0.000000
 4790.0  1.058429  0.014194  1.058429  0.000000  0.000000  0.000000
 4795.0  1.086912  0.021802  1.086912  0.000000  0.000000  0.000000
 4800.0  1.086064  0.014019  1.086064  0.000000  0.000000  0.000000
 4805.0  1.076772  0.011523  1.076772  0.000000  0.000000  0.000000
 4810.0  1.076963  0.011709  1.076963  0.000000  0.000000  0.000000
 4815.0  1.096473  0.020655  1.096473  0.000000  0.000000  0.000000
 4820.0  1.093994  0.018388  1.093994  0.000000  0.000000  0.000000
 4825.0  1.075641  0.017285  1.075641  0.000000  0.000000  0.000000
 4830.0  1.063732  0.012733  1.063732  0.000000  0.000000  0.000000
 4835.0  1.061904  0.020058  1.061904  0.000000  0.000000  0.000000
 4840.0  1.054897  0.021912  1.054897  0.000000  0.000000  0.000000
 4845.0  1.056578  0.023187  1.056578  0.000000  0.000000  0.000000
 4850.0  1.046535  0.028140  1.046535  0.000000  0.000000  0.000000
 4855.0  0.979980  0.016100  0.979980  0.000000  0.000000  0.000000
 4860.0  0.906595  0.023181  0.906595  0.000000  0.000000  0.000000
 4865.0  0.932409  0.013085  0.932409  0.000000  0.000000  0.000000
 4870.0  0.959797  0.006911  0.959797  0.000000  0.000000  0.000000
 4875.0  0.984817  0.011480  0.984817  0.000000  0.000000  0.000000
 4880.0  1.018199  0.008484  1.018199  0.000000  0.000000  0.000000
 4885.0  0.988482  0.010932  0.988482  0.000000  0.000000  0.000000
 4890.0  0.972552  0.015008  0.972552  0.000000  0.000000  0.000000
 4895.0  1.037036  0.032579  1.037036  0.000000  0.000000  0.000000
 4900.0  1.070052  0.033135  1.070052  0.000000  0.000000  0.000000
 4905.0  1.053815  0.029449  1.053815  0.000000  0.000000  0.000000
 4910.0  1.023740  0.021231  1.023740  0.000000  0.000000  0.000000
 4915.0  0.991805  0.035095  0.991805  0.000000  0.000000  0.000000
 4920.0  0.941953  0.013675  0.941953  0.000000  0.000000  0.000000
 4925.0  0.991389  0.003993  0.991389  0.000000  0.000000  0.000000
 4930.0  1.053512  0.028288  1.053512  0.000000  0.000000  0.000000
 4935.0  1.026085  0.024910  1.026085  0.000000  0.000000  0.000000
 4940.0  1.019557  0.017315  1.019557  0.000000  0.000000  0.000000
 4945.0  1.062211  0.036358  1.062211  0.000000  0.000000  0.000000
 4950.0  1.074647  0.035754  1.074647  0.000000  0.000000  0.000000
 4955.0  1.030859  0.032680  1.030859  0.000000  0.000000  0.000000
 4960.0  1.020821  0.026363  1.020821  0.000000  0.000000  0.000000
 4965.0  1.034788  0.030272  1.034788  0.000000  0.000000  0.000000
 4970.0  1.036340  0.025168  1.036340  0.000000  0.000000  0.000000
 4975.0  1.042708  0.039068  1.042708  0.000000  0.000000  0.000000
 4980.0  0.990992  0.018581  0.990992  0.000000  0.000000  0.000000
 4985.0  0.970913  0.009906  0.970913  0.000000  0.000000  0.000000
 4990.0  1.008118  0.025082  1.008118  0.000000  0.000000  0.000000
 4995.0  1.013324  0.033568  1.013324  0.000000  0.000000  0.000000
 5000.0  0.983376  0.017959  0.983376  0.000000  0.000000  0.000000
 5005.0  0.950078  0.003309  0.950078  0.000000  0.000000  0.000000
 5010.0  0.951645  0.008519  0.951645  0.000000  0.000000  0.000000
 5015.0  0.932062  0.011914  0.932062  0.000000  0.000000  0.000000
 5020.0  0.951685  0.002332  0.951685  0.000000  0.000000  0.000000
 5025.0  0.974591  0.003590  0.974591  0.000000  0.000000  0.000000
 5030.0  1.005226  0.026010  1.005226  0.000000  0.000000  0.000000
 5035.0  0.991380  0.032308  0.991380  0.000000  0.000000  0.000000
 5040.0  0.945019  0.006378  0.945019  0.000000  0.000000  0.000000
 5045.0  0.975538  0.020326  0.975538  0.000000  0.000000  0.000000
 5050.0  0.997789  0.015918  0.997789  0.000000  0.000000  0.000000
 5055.0  1.025145  0.021027  1.025145  0.000000  0.000000  0.000000
 5060.0  1.039883  0.035100  1.039883  0.000000  0.000000  0.000000
 5065.0  1.001980  0.028519  1.001980  0.000000  0.000000  0.000000
 5070.0  0.976924  0.031640  0.976924  0.000000  0.000000  0.000000
 5075.0  0.965357  0.029153  0.965357  0.000000  0.000000  0.000000
 5080.0  0.950008  0.011084  0.950008  0.000000  0.000000  0.000000
 5085.0  0.975707  0.017053  0.975707  0.000000  0.000000  0.000000
 5090.0  1.010934  0.038368  1.010934  0.000000  0.000000  0.000000
 5095.0  0.999420  0.039104  0.999420  0.000000  0.000000  0.000000
 5100.0  0.972426  0.024263  0.972426  0.000000  0.000000  0.000000
 5105.0  0.971468  0.032777  0.971468  0.000000  0.000000  0.000000
 5110.0  0.971463  0.027811  0.971463  0.000000  0.000000  0.000000
 5115.0  1.002902  0.046103  1.002902  0.000000  0.000000  0.000000
 5120.0  0.993290  0.040081  0.993290  0.000000  0.000000  0.000000
 5125.0  0.945551  0.019175  0.945551  0.000000  0.000000  0.000000
 5130.0  0.940723  0.034876  0.940723  0.000000  0.000000  0.000000
 5135.0  0.944194  0.041355  0.944194  0.000000  0.000000  0.000000
 5140.0  0.926576  0.027523  0.926576  0.000000  0.000000  0.000000
 5145.0  0.916871  0.029608  0.916871  0.000000  0.000000  0.000000
 5150.0  0.922717  0.037323  0.922717  0.000000  0.000000  0.000000
 5155.0  0.952192  0.037650  0.952192  0.000000  0.000000  0.000000
 5160.0  0.943589  0.053763  0.943589  0.000000  0.000000  0.000000
 5165.0  0.802334  0.051536  0.802334  0.000000  0.000000  0.000000
 5170.0  0.695687  0.060358  0.695687  0.000000  0.000000  0.000000
 5175.0  0.756834  0.089318  0.756834  0.000000  0.000000  0.000000
 5180.0  0.803941  0.059707  0.803941  0.000000  0.000000  0.000000
 5185.0  0.806027  0.018200  0.806027  0.000000  0.000000  0.000000
 5190.0  0.882176  0.024854  0.882176  0.000000  0.000000  0.000000
 5195.0  0.924545  0.011674  0.924545  0.000000  0.000000  0.000000
 5200.0  0.954829  0.016881  0.954829  0.000000  0.000000  0.000000
 5205.0  0.912505  0.012759  0.912505  0.000000  0.000000  0.000000
 5210.0  0.912832  0.019017  0.912832  0.000000  0.000000  0.000000
 5215.0  0.964733  0.020499  0.964733  0.000000  0.000000  0.000000
 5220.0  0.985494  0.004443  0.985494  0.000000  0.000000  0.000000
 5225.0  0.940890  0.011493  0.940890  0.000000  0.000000  0.000000
 5230.0  0.934145  0.005507  0.934145  0.000000  0.000000  0.000000
 5235.0  0.988386  0.003860  0.988386  0.000000  0.000000  0.000000
 5240.0  1.040844  0.008692  1.040844  0.000000  0.000000  0.000000
 5245.0  1.021550  0.005193  1.021550  0.000000  0.000000  0.000000
 5250.0  0.988146  0.006407  0.988146  0.000000  0.000000  0.000000
 5255.0  0.996829  0.013513  0.996829  0.000000  0.000000  0.000000
 5260.0  0.973688  0.012389  0.973688  0.000000  0.000000  0.000000
 5265.0  0.871841  0.027737  0.871841  0.000000  0.000000  0.000000
 5270.0  0.848759  0.014181  0.848759  0.000000  0.000000  0.000000
 5275.0  0.931576  0.009747  0.931576  0.000000  0.000000  0.000000
 5280.0  0.997349  0.009747  0.997349  0.000000  0.000000  0.000000
 5285.0  1.026280  0.023855  1.026280  0.000000  0.000000  0.000000
 5290.0  1.059361  0.015315  1.059361  0.000000  0.000000  0.000000
 5295.0  1.018136  0.009589  1.018136  0.000000  0.000000  0.000000
 5300.0  0.993127  0.007740  0.993127  0.000000  0.000000  0.000000
 5305.0  1.038406  0.007283  1.038406  0.000000  0.000000  0.000000
 5310.0  1.067830  0.007930  1.067830  0.000000  0.000000  0.000000
 5315.0  1.055923  0.007107  1.055923  0.000000  0.000000  0.000000
 5320.0  1.015374  0.011992  1.015374  0.000000  0.000000  0.000000
 5325.0  0.946221  0.018424  0.946221  0.000000  0.000000  0.000000
 5330.0  0.935834  0.007995  0.935834  0.000000  0.000000  0.000000
 5335.0  0.993922  0.020261  0.993922  0.000000  0.000000  0.000000
 5340.0  1.001924  0.005673  1.001924  0.000000  0.000000  0.000000
 5345.0  1.006695  0.012526  1.006695  0.000000  0.000000  0.000000
 5350.0  1.028738  0.007574  1.028738  0.000000  0.000000  0.000000
 5355.0  1.063779  0.013719  1.063779  0.000000  0.000000  0.000000
 5360.0  1.066208  0.019056  1.066208  0.000000  0.000000  0.000000
 5365.0  1.008366  0.016950  1.008366  0.000000  0.000000  0.000000
 5370.0  0.964826  0.007191  0.964826  0.000000  0.000000  0.000000
 5375.0  1.002814  0.012016  1.002814  0.000000  0.000000  0.000000
 5380.0  1.030932  0.007149  1.030932  0.000000  0.000000  0.000000
 5385.0  1.020884  0.003230  1.020884  0.000000  0.000000  0.000000
 5390.0  0.996151  0.005905  0.996151  0.000000  0.000000  0.000000
 5395.0  0.962607  0.010166  0.962607  0.000000  0.000000  0.000000
 5400.0  0.952130  0.007972  0.952130  0.000000  0.000000  0.000000
 5405.0  0.936968  0.013634  0.936968  0.000000  0.000000  0.000000
 5410.0  0.956431  0.004966  0.956431  0.000000  0.000000  0.000000
 5415.0  1.000230  0.009094  1.000230  0.000000  0.000000  0.000000
 5420.0  1.013517  0.009151  1.013517  0.000000  0.000000  0.000000
 5425.0  0.998000  0.011683  0.998000  0.000000  0.000000  0.000000
 5430.0  0.976888  0.009530  0.976888  0.000000  0.000000  0.000000
 5435.0  0.987610  0.011715  0.987610  0.000000  0.000000  0.000000
 5440.0  1.030813  0.010279  1.030813  0.000000  0.000000  0.000000
 5445.0  1.016727  0.014800  1.016727  0.000000  0.000000  0.000000
 5450.0  1.008511  0.008853  1.008511  0.000000  0.000000  0.000000
 5455.0  1.005553  0.009910  1.005553  0.000000  0.000000  0.000000
 5460.0  1.008613  0.014157  1.008613  0.000000  0.000000  0.000000
 5465.0  1.009681  0.003112  1.009681  0.000000  0.000000  0.000000
 5470.0  1.010031  0.003517  1.010031  0.000000  0.000000  0.000000
 5475.0  0.981800  0.009372  0.981800  0.000000  0.000000  0.000000
 5480.0  0.974940  0.006534  0.974940  0.000000  0.000000  0.000000
 5485.0  1.004776  0.011772  1.004776  0.000000  0.000000  0.000000
 5490.0  1.020276  0.003040  1.020276  0.000000  0.000000  0.000000
 5495.0  1.023748  0.004775  1.023748  0.000000  0.000000  0.000000
 5500.0  1.019259  0.005349  1.019259  0.000000  0.000000  0.000000
 5505.0  1.004540  0.001280  1.004540  0.000000  0.000000  0.000000
 5510.0  0.999342  0.002784  0.999342  0.000000  0.000000  0.000000
 5515.0  1.010450  0.014356  1.010450  0.000000  0.000000  0.000000
 5520.0  1.032777  0.009053  1.032777  0.000000  0.000000  0.000000
 5525.0  1.008920  0.004943  1.008920  0.000000  0.000000  0.000000
 5530.0  0.989284  0.009264  0.989284  0.000000  0.000000  0.000000
 5535.0  1.006542  0.010351  1.006542  0.000000  0.000000  0.000000
 5540.0  1.029180  0.002531  1.029180  0.000000  0.000000  0.000000
 5545.0  1.036514  0.006517  1.036514  0.000000  0.000000  0.000000
 5550.0  1.041957  0.002837  1.041957  0.000000  0.000000  0.000000
 5555.0  1.034519  0.004418  1.034519  0.000000  0.000000  0.000000
 5560.0  1.020373  0.005943  1.020373  0.000000  0.000000  0.000000
 5565.0  0.994638  0.005686  0.994638  0.000000  0.000000  0.000000
 5570.0  0.976655  0.004211  0.976655  0.000000  0.000000  0.000000
 5575.0  0.997773  0.001021  0.997773  0.000000  0.000000  0.000000
 5580.0  1.010949  0.003841  1.010949  0.000000  0.000000  0.000000
 5585.0  0.965530  0.010480  0.965530  0.000000  0.000000  0.000000
 5590.0  0.933422  0.007237  0.933422  0.000000  0.000000  0.000000
 5595.0  0.951938  0.015281  0.951938  0.000000  0.000000  0.000000
 5600.0  0.968583  0.003569  0.968583  0.000000  0.000000  0.000000
 5605.0  1.001010  0.012733  1.001010  0.000000  0.000000  0.000000
 5610.0  1.026111  0.005854  1.026111  0.000000  0.000000  0.000000
 5615.0  0.990232  0.016828  0.990232  0.000000  0.000000  0.000000
 5620.0  0.981866  0.011548  0.981866  0.000000  0.000000  0.000000
 5625.0  0.992197  0.013187  0.992197  0.000000  0.000000  0.000000
 5630.0  1.012804  0.008562  1.012804  0.000000  0.000000  0.000000
 5635.0  1.014949  0.006331  1.014949  0.000000  0.000000  0.000000
 5640.0  1.002185  0.009766  1.002185  0.000000  0.000000  0.000000
 5645.0  1.003034  0.011188  1.003034  0.000000  0.000000  0.000000
 5650.0  0.999920  0.008995  0.999920  0.000000  0.000000  0.000000
 5655.0  0.976453  0.007060  0.976453  0.000000  0.000000  0.000000
 5660.0  0.958599  0.014474  0.958599  0.000000  0.000000  0.000000
 5665.0  0.982692  0.012167  0.982692  0.000000  0.000000  0.000000
 5670.0  1.007512  0.010864  1.007512  0.000000  0.000000  0.000000
 5675.0  1.018164  0.000863  1.018164  0.000000  0.000000  0.000000
 5680.0  1.004980  0.005077  1.004980  0.000000  0.000000  0.000000
 5685.0  0.985485  0.011917  0.985485  0.000000  0.000000  0.000000
 5690.0  0.989702  0.007555  0.989702  0.000000  0.000000  0.000000
 5695.0  0.997993  0.002546  0.997993  0.000000  0.000000  0.000000
 5700.0  0.978577  0.004202  0.978577  0.000000  0.000000  0.000000
 5705.0  0.949610  0.003241  0.949610  0.000000  0.000000  0.000000
 5710.0  0.934802  0.012476  0.934802  0.000000  0.000000  0.000000
 5715.0  0.976004  0.015477  0.976004  0.000000  0.000000  0.000000
 5720.0  1.020877  0.014407  1.020877  0.000000  0.000000  0.000000
 5725.0  1.027961  0.011548  1.027961  0.000000  0.000000  0.000000
 5730.0  1.016003  0.007672  1.016003  0.000000  0.000000  0.000000
 5735.0  1.018377  0.005854  1.018377  0.000000  0.000000  0.000000
 5740.0  1.018795  0.007740  1.018795  0.000000  0.000000  0.000000
 5745.0  1.012681  0.004246  1.012681  0.000000  0.000000  0.000000
 5750.0  0.996291  0.007360  0.996291  0.000000  0.000000  0.000000
 5755.0  0.988927  0.013243  0.988927  0.000000  0.000000  0.000000
 5760.0  0.996759  0.013224  0.996759  0.000000  0.000000  0.000000
 5765.0  1.010390  0.010308  1.010390  0.000000  0.000000  0.000000
 5770.0  1.018827  0.007034  1.018827  0.000000  0.000000  0.000000
 5775.0  1.003964  0.003064  1.003964  0.000000  0.000000  0.000000
 5780.0  0.977882  0.009623  0.977882  0.000000  0.000000  0.000000
 5785.0  0.964238  0.023717  0.964238  0.000000  0.000000  0.000000
 5790.0  0.987354  0.016563  0.987354  0.000000  0.000000  0.000000
 5795.0  1.007659  0.013697  1.007659  0.000000  0.000000  0.000000
 5800.0  1.013456  0.015666  1.013456  0.000000  0.000000  0.000000
 5805.0  1.008705  0.015315  1.008705  0.000000  0.000000  0.000000
 5810.0  1.006657  0.010572  1.006657  0.000000  0.000000  0.000000
 5815.0  1.008570  0.009712  1.008570  0.000000  0.000000  0.000000
 5820.0  1.020166  0.005321  1.020166  0.000000  0.000000  0.000000
 5825.0  1.027257  0.005048  1.027257  0.000000  0.000000  0.000000
 5830.0  1.024447  0.006528  1.024447  0.000000  0.000000  0.000000
 5835.0  1.021823  0.006862  1.021823  0.000000  0.000000  0.000000
 5840.0  1.022403  0.005335  1.022403  0.000000  0.000000  0.000000
 5845.0  1.016246  0.005293  1.016246  0.000000  0.000000  0.000000
 5850.0  1.002496  0.006948  1.002496  0.000000  0.000000  0.000000
 5855.0  0.976435  0.005070  0.976435  0.000000  0.000000  0.000000
 5860.0  0.970973  0.005397  0.970973  0.000000  0.000000  0.000000
 5865.0  0.989578  0.015030  0.989578  0.000000  0.000000  0.000000
 5870.0  1.005685  0.007816  1.005685  0.000000  0.000000  0.000000
 5875.0  1.014209  0.009127  1.014209  0.000000  0.000000  0.000000
 5880.0  0.997495  0.005293  0.997495  0.000000  0.000000  0.000000
 5885.0  0.918963  0.032166  0.918963  0.000000  0.000000  0.000000
 5890.0  0.822192  0.024645  0.822192  0.000000  0.000000  0.000000
 5895.0  0.836655  0.000863  0.836655  0.000000  0.000000  0.000000
 5900.0  0.928234  0.007725  0.928234  0.000000  0.000000  0.000000
 5905.0  0.984135  0.004567  0.984135  0.000000  0.000000  0.000000
 5910.0  0.993360  0.010884  0.993360  0.000000  0.000000  0.000000
 5915.0  0.987413  0.009408  0.987413  0.000000  0.000000  0.000000
 5920.0  0.991244  0.004767  0.991244  0.000000  0.000000  0.000000
 5925.0  0.991153  0.003821  0.991153  0.000000  0.000000  0.000000
 5930.0  0.985370  0.006808  0.985370  0.000000  0.000000  0.000000
 5935.0  0.988946  0.007222  0.988946  0.000000  0.000000  0.000000
 5940.0  0.986309  0.013653  0.986309  0.000000  0.000000  0.000000
 5945.0  0.978082  0.016026  0.978082  0.000000  0.000000  0.000000
 5950.0  0.972295  0.016899  0.972295  0.000000  0.000000  0.000000
 5955.0  0.977686  0.017319  0.977686  0.000000  0.000000  0.000000
 5960.0  0.988004  0.016389  0.988004  0.000000  0.000000  0.000000
 5965.0  0.992419  0.014508  0.992419  0.000000  0.000000  0.000000
 5970.0  0.994912  0.005986  0.994912  0.000000  0.000000  0.000000
 5975.0  0.980608  0.009078  0.980608  0.000000  0.000000  0.000000
 5980.0  0.970828  0.011320  0.970828  0.000000  0.000000  0.000000
 5985.0  0.969472  0.017198  0.969472  0.000000  0.000000  0.000000
 5990.0  0.978883  0.016556  0.978883  0.000000  0.000000  0.000000
 5995.0  0.977453  0.019340  0.977453  0.000000  0.000000  0.000000
 6000.0  0.970002  0.018533  0.970002  0.000000  0.000000  0.000000
 6005.0  0.958694  0.023254  0.958694  0.000000  0.000000  0.000000
 6010.0  0.955780  0.015515  0.955780  0.000000  0.000000  0.000000
 6015.0  0.945902  0.013444  0.945902  0.000000  0.000000  0.000000
 6020.0  0.936466  0.017982  0.936466  0.000000  0.000000  0.000000
 6025.0  0.954504  0.017322  0.954504  0.000000  0.000000  0.000000
 6030.0  0.978419  0.018241  0.978419  0.000000  0.000000  0.000000
 6035.0  0.986462  0.016023  0.986462  0.000000  0.000000  0.000000
 6040.0  0.977724  0.021545  0.977724  0.000000  0.000000  0.000000
 6045.0  0.977331  0.017066  0.977331  0.000000  0.000000  0.000000
 6050.0  0.977362  0.009503  0.977362  0.000000  0.000000  0.000000
 6055.0  0.969301  0.011353  0.969301  0.000000  0.000000  0.000000
 6060.0  0.966462  0.013505  0.966462  0.000000  0.000000  0.000000
 6065.0  0.965832  0.017077  0.965832  0.000000  0.000000  0.000000
 6070.0  0.973022  0.014204  0.973022  0.000000  0.000000  0.000000
 6075.0  0.963276  0.016051  0.963276  0.000000  0.000000  0.000000
 6080.0  0.947995  0.018982  0.947995  0.000000  0.000000  0.000000
 6085.0  0.950507  0.015780  0.950507  0.000000  0.000000  0.000000
 6090.0  0.949883  0.015544  0.949883  0.000000  0.000000  0.000000
 6095.0  0.943158  0.008820  0.943158  0.000000  0.000000  0.000000
 6100.0  0.927328  0.009102  0.927328  0.000000  0.000000  0.000000
 6105.0  0.931692  0.018239  0.931692  0.000000  0.000000  0.000000
 6110.0  0.954534  0.015542  0.954534  0.000000  0.000000  0.000000
 6115.0  0.946044  0.009999  0.946044  0.000000  0.000000  0.000000
 6120.0  0.921212  0.012419  0.921212  0.000000  0.000000  0.000000
 6125.0  0.921324  0.020550  0.921324  0.000000  0.000000  0.000000
 6130.0  0.933417  0.022328  0.933417  0.000000  0.000000  0.000000
 6135.0  0.910987  0.033788  0.910987  0.000000  0.000000  0.000000
 6140.0  0.911194  0.030465  0.911194  0.000000  0.000000  0.000000
 6145.0  0.932694  0.028325  0.932694  0.000000  0.000000  0.000000
 6150.0  0.935704  0.023584  0.935704  0.000000  0.000000  0.000000
 6155.0  0.916656  0.010074  0.916656  0.000000  0.000000  0.000000
 6160.0  0.874845  0.009754  0.874845  0.000000  0.000000  0.000000
 6165.0  0.873652  0.016782  0.873652  0.000000  0.000000  0.000000
 6170.0  0.901338  0.024082  0.901338  0.000000  0.000000  0.000000
 6175.0  0.931424  0.019115  0.931424  0.000000  0.000000  0.000000
 6180.0  0.944911  0.014350  0.944911  0.000000  0.000000  0.000000
 6185.0  0.933385  0.015453  0.933385  0.000000  0.000000  0.000000
 6190.0  0.915580  0.021641  0.915580  0.000000  0.000000  0.000000
 6195.0  0.935150  0.015237  0.935150  0.000000  0.000000  0.000000
 6200.0  0.947536  0.019774  0.947536  0.000000  0.000000  0.000000
 6205.0  0.952833  0.012826  0.952833  0.000000  0.000000  0.000000
 6210.0  0.938248  0.015129  0.938248  0.000000  0.000000  0.000000
 6215.0  0.917166  0.027734  0.917166  0.000000  0.000000  0.000000
 6220.0  0.916450  0.028944  0.916450  0.000000  0.000000  0.000000
 6225.0  0.918803  0.020311  0.918803  0.000000  0.000000  0.000000
 6230.0  0.907543  0.021475  0.907543  0.000000  0.000000  0.000000
 6235.0  0.913672  0.016884  0.913672  0.000000  0.000000  0.000000
 6240.0  0.910750  0.018891  0.910750  0.000000  0.000000  0.000000
 6245.0  0.902873  0.024008  0.902873  0.000000  0.000000  0.000000
 6250.0  0.902029  0.017767  0.902029  0.000000  0.000000  0.000000
 6255.0  0.883073  0.026741  0.883073  0.000000  0.000000  0.000000
 6260.0  0.892866  0.021430  0.892866  0.000000  0.000000  0.000000
 6265.0  0.913035  0.022072  0.913035  0.000000  0.000000  0.000000
 6270.0  0.918352  0.029429  0.918352  0.000000  0.000000  0.000000
 6275.0  0.901382  0.024241  0.901382  0.000000  0.000000  0.000000
 6280.0  0.883130  0.022505  0.883130  0.000000  0.000000  0.000000
 6285.0  0.904632  0.016151  0.904632  0.000000  0.000000  0.000000
 6290.0  0.916281  0.016123  0.916281  0.000000  0.000000  0.000000
 6295.0  0.898677  0.020038  0.898677  0.000000  0.000000  0.000000
 6300.0  0.882204  0.021397  0.882204  0.000000  0.000000  0.000000
 6305.0  0.897257  0.020293  0.897257  0.000000  0.000000  0.000000
 6310.0  0.909486  0.018081  0.909486  0.000000  0.000000  0.000000
 6315.0  0.887405  0.026701  0.887405  0.000000  0.000000  0.000000
 6320.0  0.888509  0.018147  0.888509  0.000000  0.000000  0.000000
 6325.0  0.907774  0.018695  0.907774  0.000000  0.000000  0.000000
 6330.0  0.912124  0.027241  0.912124  0.000000  0.000000  0.000000
 6335.0  0.900297  0.024610  0.900297  0.000000  0.000000  0.000000
 6340.0  0.895240  0.021203  0.895240  0.000000  0.000000  0.000000
 6345.0  0.909874  0.023474  0.909874  0.000000  0.000000  0.000000
 6350.0  0.920804  0.027368  0.920804  0.000000  0.000000  0.000000
 6355.0  0.910255  0.023961  0.910255  0.000000  0.000000  0.000000
 6360.0  0.889690  0.028243  0.889690  0.000000  0.000000  0.000000
 6365.0  0.902185  0.020317  0.902185  0.000000  0.000000  0.000000
 6370.0  0.920931  0.017586  0.920931  0.000000  0.000000  0.000000
 6375.0  0.924310  0.022652  0.924310  0.000000  0.000000  0.000000
 6380.0  0.920967  0.024717  0.920967  0.000000  0.000000  0.000000
 6385.0  0.916156  0.023479  0.916156  0.000000  0.000000  0.000000
 6390.0  0.903970  0.026563  0.903970  0.000000  0.000000  0.000000
 6395.0  0.892401  0.025279  0.892401  0.000000  0.000000  0.000000
 6400.0  0.889124  0.023533  0.889124  0.000000  0.000000  0.000000
 6405.0  0.891317  0.019031  0.891317  0.000000  0.000000  0.000000
 6410.0  0.887358  0.023018  0.887358  0.000000  0.000000  0.000000
 6415.0  0.892016  0.023092  0.892016  0.000000  0.000000  0.000000
 6420.0  0.896173  0.024857  0.896173  0.000000  0.000000  0.000000
 6425.0  0.902499  0.020203  0.902499  0.000000  0.000000  0.000000
 6430.0  0.896856  0.024522  0.896856  0.000000  0.000000  0.000000
 6435.0  0.893594  0.021850  0.893594  0.000000  0.000000  0.000000
 6440.0  0.896179  0.018021  0.896179  0.000000  0.000000  0.000000
 6445.0  0.896793  0.017957  0.896793  0.000000  0.000000  0.000000
 6450.0  0.882702  0.028940  0.882702  0.000000  0.000000  0.000000
 6455.0  0.885635  0.021908  0.885635  0.000000  0.000000  0.000000
 6460.0  0.884880  0.021062  0.884880  0.000000  0.000000  0.000000
 6465.0  0.884704  0.025607  0.884704  0.000000  0.000000  0.000000
 6470.0  0.897396  0.016702  0.897396  0.000000  0.000000  0.000000
 6475.0  0.899815  0.014597  0.899815  0.000000  0.000000  0.000000
 6480.0  0.898540  0.011532  0.898540  0.000000  0.000000  0.000000
 6485.0  0.891318  0.010122  0.891318  0.000000  0.000000  0.000000
 6490.0  0.870287  0.016197  0.870287  0.000000  0.000000  0.000000
 6495.0  0.842295  0.036232  0.842295  0.000000  0.000000  0.000000
 6500.0  0.867084  0.026558  0.867084  0.000000  0.000000  0.000000
 6505.0  0.898275  0.017664  0.898275  0.000000  0.000000  0.000000
 6510.0  0.905777  0.017516  0.905777  0.000000  0.000000  0.000000
 6515.0  0.900762  0.014131  0.900762  0.000000  0.000000  0.000000
 6520.0  0.902242  0.005473  0.902242  0.000000  0.000000  0.000000
 6525.0  0.907511  0.007237  0.907511  0.000000  0.000000  0.000000
 6530.0  0.906393  0.012422  0.906393  0.000000  0.000000  0.000000
 6535.0  0.905525  0.003723  0.905525  0.000000  0.000000  0.000000
 6540.0  0.903377  0.000386  0.903377  0.000000  0.000000  0.000000
 6545.0  0.898965  0.012347  0.898965  0.000000  0.000000  0.000000
 6550.0  0.883330  0.010173  0.883330  0.000000  0.000000  0.000000
 6555.0  0.836298  0.018081  0.836298  0.000000  0.000000  0.000000
 6560.0  0.769060  0.015678  0.769060  0.000000  0.000000  0.000000
