 6950.0  2.493637  0.000000  2.493637  0.000000
 6955.0  2.463293  0.000000  2.463293  0.000000
 6960.0  2.449768  0.000000  2.449768  0.000000
 6965.0  2.498495  0.000000  2.498495  0.000000
 6970.0  2.602826  0.000000  2.602826  0.000000
 6975.0  2.712022  0.000000  2.712022  0.000000
 6980.0  2.771691  0.000000  2.771691  0.000000
 6985.0  2.767472  0.000000  2.767472  0.000000
 6990.0  2.737485  0.000000  2.737485  0.000000
 6995.0  2.737164  0.000000  2.737164  0.000000
 7000.0  2.791215  0.000000  2.791215  0.000000
 7005.0  2.875812  0.000000  2.875812  0.000000
 7010.0  2.944019  0.000000  2.944019  0.000000
 7015.0  2.974905  0.000000  2.974905  0.000000
 7020.0  3.003531  0.000000  3.003531  0.000000
 7025.0  3.093837  0.000000  3.093837  0.000000
 7030.0  3.272429  0.000000  3.272429  0.000000
 7035.0  3.484957  0.000000  3.484957  0.000000
 7040.0  3.612998  0.000000  3.612998  0.000000
 7045.0  3.548715  0.000000  3.548715  0.000000
 7050.0  3.282213  0.000000  3.282213  0.000000
 7055.0  2.924370  0.000000  2.924370  0.000000
 7060.0  2.635798  0.000000  2.635798  0.000000
 7065.0  2.521175  0.000000  2.521175  0.000000
 7070.0  2.562109  0.000000  2.562109  0.000000
 7075.0  2.634648  0.000000  2.634648  0.000000
 7080.0  2.607458  0.000000  2.607458  0.000000
 7085.0  2.445812  0.000000  2.445812  0.000000
 7090.0  2.231572  0.000000  2.231572  0.000000
 7095.0  2.094738  0.000000  2.094738  0.000000
 7100.0  2.112782  0.000000  2.112782  0.000000
 7105.0  2.247871  0.000000  2.247871  0.000000
 7110.0  2.371573  0.000000  2.371573  0.000000
 7115.0  2.361234  0.000000  2.361234  0.000000
 7120.0  2.186006  0.000000  2.186006  0.000000
 7125.0  1.921223  0.000000  1.921223  0.000000
 7130.0  1.694353  0.000000  1.694353  0.000000
 7135.0  1.602234  0.000000  1.602234  0.000000
 7140.0  1.654560  0.000000  1.654560  0.000000
 7145.0  1.785161  0.000000  1.785161  0.000000
 7150.0  1.907868  0.000000  1.907868  0.000000
 7155.0  1.970401  0.000000  1.970401  0.000000
 7160.0  1.976341  0.000000  1.976341  0.000000
 7165.0  1.968962  0.000000  1.968962  0.000000
 7170.0  1.993276  0.000000  1.993276  0.000000
 7175.0  2.064048  0.000000  2.064048  0.000000
 7180.0  2.160507  0.000000  2.160507  0.000000
 7185.0  2.242211  0.000000  2.242211  0.000000
 7190.0  2.275186  0.000000  2.275186  0.000000
 7195.0  2.254547  0.000000  2.254547  0.000000
 7200.0  2.210213  0.000000  2.210213  0.000000
 7205.0  2.190204  0.000000  2.190204  0.000000
 7210.0  2.230468  0.000000  2.230468  0.000000
 7215.0  2.332201  0.000000  2.332201  0.000000
 7220.0  2.460592  0.000000  2.460592  0.000000
 7225.0  2.567662  0.000000  2.567662  0.000000
 7230.0  2.627593  0.000000  2.627593  0.000000
 7235.0  2.655529  0.000000  2.655529  0.000000
 7240.0  2.692717  0.000000  2.692717  0.000000
 7245.0  2.773090  0.000000  2.773090  0.000000
 7250.0  2.895840  0.000000  2.895840  0.000000
 7255.0  3.024266  0.000000  3.024266  0.000000
 7260.0  3.115767  0.000000  3.115767  0.000000
 7265.0  3.156518  0.000000  3.156518  0.000000
 7270.0  3.169193  0.000000  3.169193  0.000000
 7275.0  3.191372  0.000000  3.191372  0.000000
 7280.0  3.244476  0.000000  3.244476  0.000000
 7285.0  3.317434  0.000000  3.317434  0.000000
 7290.0  3.380480  0.000000  3.380480  0.000000
 7295.0  3.417504  0.000000  3.417504  0.000000
 7300.0  3.443360  0.000000  3.443360  0.000000
 7305.0  3.493101  0.000000  3.493101  0.000000
 7310.0  3.593098  0.000000  3.593098  0.000000
 7315.0  3.736326  0.000000  3.736326  0.000000
 7320.0  3.883817  0.000000  3.883817  0.000000
 7325.0  3.991693  0.000000  3.991693  0.000000
 7330.0  4.040699  0.000000  4.040699  0.000000
 7335.0  4.044898  0.000000  4.044898  0.000000
 7340.0  4.038751  0.000000  4.038751  0.000000
 7345.0  4.053879  0.000000  4.053879  0.000000
 7350.0  4.101651  0.000000  4.101651  0.000000
 7355.0  4.174174  0.000000  4.174174  0.000000
 7360.0  4.255524  0.000000  4.255524  0.000000
 7365.0  4.331953  0.000000  4.331953  0.000000
 7370.0  4.395394  0.000000  4.395394  0.000000
 7375.0  4.441999  0.000000  4.441999  0.000000
 7380.0  4.472077  0.000000  4.472077  0.000000
 7385.0  4.492295  0.000000  4.492295  0.000000
 7390.0  4.515370  0.000000  4.515370  0.000000
 7395.0  4.553522  0.000000  4.553522  0.000000
 7400.0  4.609236  0.000000  4.609236  0.000000
 7405.0  4.670627  0.000000  4.670627  0.000000
 7410.0  4.717799  0.000000  4.717799  0.000000
 7415.0  4.737469  0.000000  4.737469  0.000000
 7420.0  4.733296  0.000000  4.733296  0.000000
 7425.0  4.722180  0.000000  4.722180  0.000000
 7430.0  4.719914  0.000000  4.719914  0.000000
 7435.0  4.727540  0.000000  4.727540  0.000000
 7440.0  4.731060  0.000000  4.731060  0.000000
 7445.0  4.716476  0.000000  4.716476  0.000000
 7450.0  4.686814  0.000000  4.686814  0.000000
 7455.0  4.663418  0.000000  4.663418  0.000000
 7460.0  4.671611  0.000000  4.671611  0.000000
 7465.0  4.720671  0.000000  4.720671  0.000000
 7470.0  4.792869  0.000000  4.792869  0.000000
 7475.0  4.855528  0.000000  4.855528  0.000000
 7480.0  4.884602  0.000000  4.884602  0.000000
 7485.0  4.880387  0.000000  4.880387  0.000000
 7490.0  4.865702  0.000000  4.865702  0.000000
 7495.0  4.868497  0.000000  4.868497  0.000000
 7500.0  4.901023  0.000000  4.901023  0.000000
 7505.0  4.951485  0.000000  4.951485  0.000000
 7510.0  4.994146  0.000000  4.994146  0.000000
 7515.0  5.007124  0.000000  5.007124  0.000000
 7520.0  4.986835  0.000000  4.986835  0.000000
 7525.0  4.950903  0.000000  4.950903  0.000000
 7530.0  4.927068  0.000000  4.927068  0.000000
 7535.0  4.935742  0.000000  4.935742  0.000000
 7540.0  4.977128  0.000000  4.977128  0.000000
 7545.0  5.032695  0.000000  5.032695  0.000000
 7550.0  5.079248  0.000000  5.079248  0.000000
 7555.0  5.105969  0.000000  5.105969  0.000000
 7560.0  5.120825  0.000000  5.120825  0.000000
 7565.0  5.135975  0.000000  5.135975  0.000000
 7570.0  5.143997  0.000000  5.143997  0.000000
 7575.0  5.110199  0.000000  5.110199  0.000000
 7580.0  4.992939  0.000000  4.992939  0.000000
 7585.0  4.783430  0.000000  4.783430  0.000000
 7590.0  4.535948  0.000000  4.535948  0.000000
 7595.0  4.347248  0.000000  4.347248  0.000000
 7600.0  4.290631  0.000000  4.290631  0.000000
 7605.0  4.357688  0.000000  4.357688  0.000000
 7610.0  4.454351  0.000000  4.454351  0.000000
 7615.0  4.462474  0.000000  4.462474  0.000000
 7620.0  4.332287  0.000000  4.332287  0.000000
 7625.0  4.125814  0.000000  4.125814  0.000000
 7630.0  3.961395  0.000000  3.961395  0.000000
 7635.0  3.912844  0.000000  3.912844  0.000000
 7640.0  3.942772  0.000000  3.942772  0.000000
 7645.0  3.924783  0.000000  3.924783  0.000000
 7650.0  3.753162  0.000000  3.753162  0.000000
 7655.0  3.448640  0.000000  3.448640  0.000000
 7660.0  3.157210  0.000000  3.157210  0.000000
 7665.0  3.044397  0.000000  3.044397  0.000000
 7670.0  3.168795  0.000000  3.168795  0.000000
 7675.0  3.426930  0.000000  3.426930  0.000000
 7680.0  3.621885  0.000000  3.621885  0.000000
 7685.0  3.613893  0.000000  3.613893  0.000000
 7690.0  3.420520  0.000000  3.420520  0.000000
 7695.0  3.198193  0.000000  3.198193  0.000000
 7700.0  3.132063  0.000000  3.132063  0.000000
 7705.0  3.309855  0.000000  3.309855  0.000000
 7710.0  3.666077  0.000000  3.666077  0.000000
 7715.0  4.038495  0.000000  4.038495  0.000000
 7720.0  4.276893  0.000000  4.276893  0.000000
 7725.0  4.319794  0.000000  4.319794  0.000000
 7730.0  4.206554  0.000000  4.206554  0.000000
 7735.0  4.032705  0.000000  4.032705  0.000000
 7740.0  3.885577  0.000000  3.885577  0.000000
 7745.0  3.805787  0.000000  3.805787  0.000000
 7750.0  3.785778  0.000000  3.785778  0.000000
 7755.0  3.791737  0.000000  3.791737  0.000000
 7760.0  3.790500  0.000000  3.790500  0.000000
 7765.0  3.769282  0.000000  3.769282  0.000000
 7770.0  3.743020  0.000000  3.743020  0.000000
 7775.0  3.742798  0.000000  3.742798  0.000000
 7780.0  3.791835  0.000000  3.791835  0.000000
 7785.0  3.885074  0.000000  3.885074  0.000000
 7790.0  3.987101  0.000000  3.987101  0.000000
 7795.0  4.053130  0.000000  4.053130  0.000000
 7800.0  4.062765  0.000000  4.062765  0.000000
 7805.0  4.037644  0.000000  4.037644  0.000000
 7810.0  4.021707  0.000000  4.021707  0.000000
 7815.0  4.042038  0.000000  4.042038  0.000000
 7820.0  4.082292  0.000000  4.082292  0.000000
 7825.0  4.092043  0.000000  4.092043  0.000000
 7830.0  4.032561  0.000000  4.032561  0.000000
 7835.0  3.921038  0.000000  3.921038  0.000000
 7840.0  3.825785  0.000000  3.825785  0.000000
 7845.0  3.817685  0.000000  3.817685  0.000000
 7850.0  3.915770  0.000000  3.915770  0.000000
 7855.0  4.067919  0.000000  4.067919  0.000000
 7860.0  4.188939  0.000000  4.188939  0.000000
 7865.0  4.229380  0.000000  4.229380  0.000000
 7870.0  4.209080  0.000000  4.209080  0.000000
 7875.0  4.192740  0.000000  4.192740  0.000000
 7880.0  4.231994  0.000000  4.231994  0.000000
 7885.0  4.318862  0.000000  4.318862  0.000000
 7890.0  4.391626  0.000000  4.391626  0.000000
 7895.0  4.391526  0.000000  4.391526  0.000000
 7900.0  4.314794  0.000000  4.314794  0.000000
 7905.0  4.216623  0.000000  4.216623  0.000000
 7910.0  4.170035  0.000000  4.170035  0.000000
 7915.0  4.211610  0.000000  4.211610  0.000000
 7920.0  4.316630  0.000000  4.316630  0.000000
 7925.0  4.425660  0.000000  4.425660  0.000000
 7930.0  4.492410  0.000000  4.492410  0.000000
 7935.0  4.510289  0.000000  4.510289  0.000000
 7940.0  4.505408  0.000000  4.505408  0.000000
 7945.0  4.507045  0.000000  4.507045  0.000000
 7950.0  4.521299  0.000000  4.521299  0.000000
 7955.0  4.532210  0.000000  4.532210  0.000000
 7960.0  4.522486  0.000000  4.522486  0.000000
 7965.0  4.489783  0.000000  4.489783  0.000000
 7970.0  4.447696  0.000000  4.447696  0.000000
 7975.0  4.413420  0.000000  4.413420  0.000000
 7980.0  4.394071  0.000000  4.394071  0.000000
 7985.0  4.386627  0.000000  4.386627  0.000000
 7990.0  4.387997  0.000000  4.387997  0.000000
 7995.0  4.403109  0.000000  4.403109  0.000000
 8000.0  4.443338  0.000000  4.443338  0.000000
 8005.0  4.515471  0.000000  4.515471  0.000000
 8010.0  4.609659  0.000000  4.609659  0.000000
 8015.0  4.700202  0.000000  4.700202  0.000000
 8020.0  4.759267  0.000000  4.759267  0.000000
 8025.0  4.775535  0.000000  4.775535  0.000000
 8030.0  4.764391  0.000000  4.764391  0.000000
 8035.0  4.761419  0.000000  4.761419  0.000000
 8040.0  4.800670  0.000000  4.800670  0.000000
 8045.0  4.890423  0.000000  4.890423  0.000000
 8050.0  5.006630  0.000000  5.006630  0.000000
 8055.0  5.108314  0.000000  5.108314  0.000000
 8060.0  5.163534  0.000000  5.163534  0.000000
 8065.0  5.168939  0.000000  5.168939  0.000000
 8070.0  5.148893  0.000000  5.148893  0.000000
 8075.0  5.134909  0.000000  5.134909  0.000000
 8080.0  5.143173  0.000000  5.143173  0.000000
 8085.0  5.167937  0.000000  5.167937  0.000000
 8090.0  5.190886  0.000000  5.190886  0.000000
 8095.0  5.197084  0.000000  5.197084  0.000000
 8100.0  5.185306  0.000000  5.185306  0.000000
 8105.0  5.166338  0.000000  5.166338  0.000000
 8110.0  5.156589  0.000000  5.156589  0.000000
 8115.0  5.172861  0.000000  5.172861  0.000000
 8120.0  5.226869  0.000000  5.226869  0.000000
 8125.0  5.317358  0.000000  5.317358  0.000000
 8130.0  5.421751  0.000000  5.421751  0.000000
 8135.0  5.499377  0.000000  5.499377  0.000000
 8140.0  5.515257  0.000000  5.515257  0.000000
 8145.0  5.468048  0.000000  5.468048  0.000000
 8150.0  5.398134  0.000000  5.398134  0.000000
 8155.0  5.361997  0.000000  5.361997  0.000000
 8160.0  5.380807  0.000000  5.380807  0.000000
 8165.0  5.406414  0.000000  5.406414  0.000000
 8170.0  5.347569  0.000000  5.347569  0.000000
 8175.0  5.140779  0.000000  5.140779  0.000000
 8180.0  4.813789  0.000000  4.813789  0.000000
 8185.0  4.492404  0.000000  4.492404  0.000000
 8190.0  4.330742  0.000000  4.330742  0.000000
 8195.0  4.407350  0.000000  4.407350  0.000000
 8200.0  4.674989  0.000000  4.674989  0.000000
 8205.0  4.997346  0.000000  4.997346  0.000000
 8210.0  5.238324  0.000000  5.238324  0.000000
 8215.0  5.342999  0.000000  5.342999  0.000000
 8220.0  5.353744  0.000000  5.353744  0.000000
 8225.0  5.350668  0.000000  5.350668  0.000000
 8230.0  5.381390  0.000000  5.381390  0.000000
 8235.0  5.435172  0.000000  5.435172  0.000000
 8240.0  5.467711  0.000000  5.467711  0.000000
 8245.0  5.449611  0.000000  5.449611  0.000000
 8250.0  5.395585  0.000000  5.395585  0.000000
 8255.0  5.348073  0.000000  5.348073  0.000000
 8260.0  5.339662  0.000000  5.339662  0.000000
 8265.0  5.369994  0.000000  5.369994  0.000000
 8270.0  5.409963  0.000000  5.409963  0.000000
 8275.0  5.426244  0.000000  5.426244  0.000000
 8280.0  5.405489  0.000000  5.405489  0.000000
 8285.0  5.357521  0.000000  5.357521  0.000000
 8290.0  5.302967  0.000000  5.302967  0.000000
 8295.0  5.258996  0.000000  5.258996  0.000000
 8300.0  5.232631  0.000000  5.232631  0.000000
 8305.0  5.222547  0.000000  5.222547  0.000000
 8310.0  5.223359  0.000000  5.223359  0.000000
 8315.0  5.228321  0.000000  5.228321  0.000000
 8320.0  5.229016  0.000000  5.229016  0.000000
 8325.0  5.217370  0.000000  5.217370  0.000000
 8330.0  5.188811  0.000000  5.188811  0.000000
 8335.0  5.145387  0.000000  5.145387  0.000000
 8340.0  5.098128  0.000000  5.098128  0.000000
 8345.0  5.062503  0.000000  5.062503  0.000000
 8350.0  5.051041  0.000000  5.051041  0.000000
 8355.0  5.065495  0.000000  5.065495  0.000000
 8360.0  5.093549  0.000000  5.093549  0.000000
 8365.0  5.113056  0.000000  5.113056  0.000000
 8370.0  5.103498  0.000000  5.103498  0.000000
 8375.0  5.061491  0.000000  5.061491  0.000000
 8380.0  5.005201  0.000000  5.005201  0.000000
 8385.0  4.965884  0.000000  4.965884  0.000000
 8390.0  4.969494  0.000000  4.969494  0.000000
 8395.0  5.018122  0.000000  5.018122  0.000000
 8400.0  5.084895  0.000000  5.084895  0.000000
 8405.0  5.128932  0.000000  5.128932  0.000000
 8410.0  5.118160  0.000000  5.118160  0.000000
 8415.0  5.046966  0.000000  5.046966  0.000000
 8420.0  4.937987  0.000000  4.937987  0.000000
 8425.0  4.827721  0.000000  4.827721  0.000000
 8430.0  4.746352  0.000000  4.746352  0.000000
 8435.0  4.704159  0.000000  4.704159  0.000000
 8440.0  4.690457  0.000000  4.690457  0.000000
 8445.0  4.682718  0.000000  4.682718  0.000000
 8450.0  4.660137  0.000000  4.660137  0.000000
 8455.0  4.615484  0.000000  4.615484  0.000000
 8460.0  4.560332  0.000000  4.560332  0.000000
 8465.0  4.520023  0.000000  4.520023  0.000000
 8470.0  4.518653  0.000000  4.518653  0.000000
 8475.0  4.562588  0.000000  4.562588  0.000000
 8480.0  4.632618  0.000000  4.632618  0.000000
 8485.0  4.691328  0.000000  4.691328  0.000000
 8490.0  4.705001  0.000000  4.705001  0.000000
 8495.0  4.666475  0.000000  4.666475  0.000000
 8500.0  4.599263  0.000000  4.599263  0.000000
 8505.0  4.540164  0.000000  4.540164  0.000000
 8510.0  4.512002  0.000000  4.512002  0.000000
 8515.0  4.505894  0.000000  4.505894  0.000000
 8520.0  4.489952  0.000000  4.489952  0.000000
 8525.0  4.438949  0.000000  4.438949  0.000000
 8530.0  4.359991  0.000000  4.359991  0.000000
 8535.0  4.291156  0.000000  4.291156  0.000000
 8540.0  4.276303  0.000000  4.276303  0.000000
 8545.0  4.333573  0.000000  4.333573  0.000000
 8550.0  4.440269  0.000000  4.440269  0.000000
 8555.0  4.550099  0.000000  4.550099  0.000000
 8560.0  4.625659  0.000000  4.625659  0.000000
 8565.0  4.658157  0.000000  4.658157  0.000000
 8570.0  4.664469  0.000000  4.664469  0.000000
 8575.0  4.667753  0.000000  4.667753  0.000000
 8580.0  4.678698  0.000000  4.678698  0.000000
 8585.0  4.693518  0.000000  4.693518  0.000000
 8590.0  4.705659  0.000000  4.705659  0.000000
 8595.0  4.713827  0.000000  4.713827  0.000000
 8600.0  4.719852  0.000000  4.719852  0.000000
 8605.0  4.721900  0.000000  4.721900  0.000000
 8610.0  4.714674  0.000000  4.714674  0.000000
 8615.0  4.699161  0.000000  4.699161  0.000000
 8620.0  4.690896  0.000000  4.690896  0.000000
 8625.0  4.712174  0.000000  4.712174  0.000000
 8630.0  4.771057  0.000000  4.771057  0.000000
 8635.0  4.844005  0.000000  4.844005  0.000000
 8640.0  4.883156  0.000000  4.883156  0.000000
 8645.0  4.851444  0.000000  4.851444  0.000000
 8650.0  4.757775  0.000000  4.757775  0.000000
 8655.0  4.658715  0.000000  4.658715  0.000000
 8660.0  4.623766  0.000000  4.623766  0.000000
 8665.0  4.686084  0.000000  4.686084  0.000000
 8670.0  4.814735  0.000000  4.814735  0.000000
 8675.0  4.937537  0.000000  4.937537  0.000000
 8680.0  4.994935  0.000000  4.994935  0.000000
 8685.0  4.979049  0.000000  4.979049  0.000000
 8690.0  4.933349  0.000000  4.933349  0.000000
 8695.0  4.915738  0.000000  4.915738  0.000000
 8700.0  4.952851  0.000000  4.952851  0.000000
 8705.0  5.025391  0.000000  5.025391  0.000000
 8710.0  5.091989  0.000000  5.091989  0.000000
 8715.0  5.124773  0.000000  5.124773  0.000000
 8720.0  5.129091  0.000000  5.129091  0.000000
 8725.0  5.134823  0.000000  5.134823  0.000000
 8730.0  5.167146  0.000000  5.167146  0.000000
 8735.0  5.223602  0.000000  5.223602  0.000000
 8740.0  5.275336  0.000000  5.275336  0.000000
 8745.0  5.288226  0.000000  5.288226  0.000000
 8750.0  5.247046  0.000000  5.247046  0.000000
 8755.0  5.167017  0.000000  5.167017  0.000000
 8760.0  5.085414  0.000000  5.085414  0.000000
 8765.0  5.038596  0.000000  5.038596  0.000000
 8770.0  5.041713  0.000000  5.041713  0.000000
 8775.0  5.083586  0.000000  5.083586  0.000000
 8780.0  5.137600  0.000000  5.137600  0.000000
 8785.0  5.181285  0.000000  5.181285  0.000000
 8790.0  5.212050  0.000000  5.212050  0.000000
 8795.0  5.246043  0.000000  5.246043  0.000000
 8800.0  5.300298  0.000000  5.300298  0.000000
 8805.0  5.375276  0.000000  5.375276  0.000000
 8810.0  5.451400  0.000000  5.451400  0.000000
 8815.0  5.502760  0.000000  5.502760  0.000000
 8820.0  5.519063  0.000000  5.519063  0.000000
 8825.0  5.516608  0.000000  5.516608  0.000000
 8830.0  5.525142  0.000000  5.525142  0.000000
 8835.0  5.561559  0.000000  5.561559  0.000000
 8840.0  5.610963  0.000000  5.610963  0.000000
 8845.0  5.629933  0.000000  5.629933  0.000000
 8850.0  5.573374  0.000000  5.573374  0.000000
 8855.0  5.427065  0.000000  5.427065  0.000000
 8860.0  5.219067  0.000000  5.219067  0.000000
 8865.0  5.006699  0.000000  5.006699  0.000000
 8870.0  4.848419  0.000000  4.848419  0.000000
 8875.0  4.776982  0.000000  4.776982  0.000000
 8880.0  4.789989  0.000000  4.789989  0.000000
 8885.0  4.859838  0.000000  4.859838  0.000000
 8890.0  4.952821  0.000000  4.952821  0.000000
 8895.0  5.044660  0.000000  5.044660  0.000000
 8900.0  5.126271  0.000000  5.126271  0.000000
 8905.0  5.199527  0.000000  5.199527  0.000000
 8910.0  5.267594  0.000000  5.267594  0.000000
 8915.0  5.326058  0.000000  5.326058  0.000000
 8920.0  5.363331  0.000000  5.363331  0.000000
 8925.0  5.368386  0.000000  5.368386  0.000000
 8930.0  5.340462  0.000000  5.340462  0.000000
 8935.0  5.294300  0.000000  5.294300  0.000000
 8940.0  5.255415  0.000000  5.255415  0.000000
 8945.0  5.245677  0.000000  5.245677  0.000000
 8950.0  5.272546  0.000000  5.272546  0.000000
 8955.0  5.327352  0.000000  5.327352  0.000000
 8960.0  5.392501  0.000000  5.392501  0.000000
 8965.0  5.452458  0.000000  5.452458  0.000000
 8970.0  5.500814  0.000000  5.500814  0.000000
 8975.0  5.539693  0.000000  5.539693  0.000000
 8980.0  5.574926  0.000000  5.574926  0.000000
 8985.0  5.612412  0.000000  5.612412  0.000000
 8990.0  5.655345  0.000000  5.655345  0.000000
 8995.0  5.701273  0.000000  5.701273  0.000000
 9000.0  5.739570  0.000000  5.739570  0.000000
 9005.0  5.752609  0.000000  5.752609  0.000000
 9010.0  5.725127  0.000000  5.725127  0.000000
 9015.0  5.657200  0.000000  5.657200  0.000000
 9020.0  5.569975  0.000000  5.569975  0.000000
 9025.0  5.497546  0.000000  5.497546  0.000000
 9030.0  5.467271  0.000000  5.467271  0.000000
 9035.0  5.481629  0.000000  5.481629  0.000000
 9040.0  5.519406  0.000000  5.519406  0.000000
 9045.0  5.554206  0.000000  5.554206  0.000000
 9050.0  5.574069  0.000000  5.574069  0.000000
 9055.0  5.587543  0.000000  5.587543  0.000000
 9060.0  5.611084  0.000000  5.611084  0.000000
 9065.0  5.648123  0.000000  5.648123  0.000000
 9070.0  5.684574  0.000000  5.684574  0.000000
 9075.0  5.701576  0.000000  5.701576  0.000000
 9080.0  5.692716  0.000000  5.692716  0.000000
 9085.0  5.670847  0.000000  5.670847  0.000000
 9090.0  5.656055  0.000000  5.656055  0.000000
 9095.0  5.655494  0.000000  5.655494  0.000000
 9100.0  5.658264  0.000000  5.658264  0.000000
 9105.0  5.648656  0.000000  5.648656  0.000000
 9110.0  5.624143  0.000000  5.624143  0.000000
 9115.0  5.602267  0.000000  5.602267  0.000000
 9120.0  5.608048  0.000000  5.608048  0.000000
 9125.0  5.652153  0.000000  5.652153  0.000000
 9130.0  5.721897  0.000000  5.721897  0.000000
 9135.0  5.792641  0.000000  5.792641  0.000000
 9140.0  5.847003  0.000000  5.847003  0.000000
 9145.0  5.886308  0.000000  5.886308  0.000000
 9150.0  5.925070  0.000000  5.925070  0.000000
 9155.0  5.973442  0.000000  5.973442  0.000000
 9160.0  6.027818  0.000000  6.027818  0.000000
 9165.0  6.075717  0.000000  6.075717  0.000000
 9170.0  6.106682  0.000000  6.106682  0.000000
 9175.0  6.118951  0.000000  6.118951  0.000000
 9180.0  6.116445  0.000000  6.116445  0.000000
 9185.0  6.100935  0.000000  6.100935  0.000000
 9190.0  6.072437  0.000000  6.072437  0.000000
 9195.0  6.036564  0.000000  6.036564  0.000000
 9200.0  6.008668  0.000000  6.008668  0.000000
 9205.0  6.006903  0.000000  6.006903  0.000000
 9210.0  6.034757  0.000000  6.034757  0.000000
 9215.0  6.068111  0.000000  6.068111  0.000000
 9220.0  6.063925  0.000000  6.063925  0.000000
 9225.0  5.986319  0.000000  5.986319  0.000000
 9230.0  5.831674  0.000000  5.831674  0.000000
 9235.0  5.635581  0.000000  5.635581  0.000000
 9240.0  5.454728  0.000000  5.454728  0.000000
 9245.0  5.335566  0.000000  5.335566  0.000000
 9250.0  5.296006  0.000000  5.296006  0.000000
 9255.0  5.327526  0.000000  5.327526  0.000000
 9260.0  5.410043  0.000000  5.410043  0.000000
 9265.0  5.525699  0.000000  5.525699  0.000000
 9270.0  5.660506  0.000000  5.660506  0.000000
 9275.0  5.799882  0.000000  5.799882  0.000000
 9280.0  5.927001  0.000000  5.927001  0.000000
 9285.0  6.028832  0.000000  6.028832  0.000000
 9290.0  6.102055  0.000000  6.102055  0.000000
 9295.0  6.151284  0.000000  6.151284  0.000000
 9300.0  6.178633  0.000000  6.178633  0.000000
 9305.0  6.174229  0.000000  6.174229  0.000000
 9310.0  6.123675  0.000000  6.123675  0.000000
 9315.0  6.026203  0.000000  6.026203  0.000000
 9320.0  5.907650  0.000000  5.907650  0.000000
 9325.0  5.814413  0.000000  5.814413  0.000000
 9330.0  5.785269  0.000000  5.785269  0.000000
 9335.0  5.821558  0.000000  5.821558  0.000000
 9340.0  5.885926  0.000000  5.885926  0.000000
 9345.0  5.930791  0.000000  5.930791  0.000000
 9350.0  5.935565  0.000000  5.935565  0.000000
 9355.0  5.925155  0.000000  5.925155  0.000000
 9360.0  5.950366  0.000000  5.950366  0.000000
 9365.0  6.042487  0.000000  6.042487  0.000000
 9370.0  6.184513  0.000000  6.184513  0.000000
 9375.0  6.321403  0.000000  6.321403  0.000000
 9380.0  6.398704  0.000000  6.398704  0.000000
 9385.0  6.401232  0.000000  6.401232  0.000000
 9390.0  6.360774  0.000000  6.360774  0.000000
 9395.0  6.324095  0.000000  6.324095  0.000000
 9400.0  6.313004  0.000000  6.313004  0.000000
 9405.0  6.309868  0.000000  6.309868  0.000000
 9410.0  6.275150  0.000000  6.275150  0.000000
 9415.0  6.181431  0.000000  6.181431  0.000000
 9420.0  6.036581  0.000000  6.036581  0.000000
 9425.0  5.878042  0.000000  5.878042  0.000000
 9430.0  5.747112  0.000000  5.747112  0.000000
 9435.0  5.668788  0.000000  5.668788  0.000000
 9440.0  5.645898  0.000000  5.645898  0.000000
 9445.0  5.665742  0.000000  5.665742  0.000000
 9450.0  5.710979  0.000000  5.710979  0.000000
 9455.0  5.764500  0.000000  5.764500  0.000000
 9460.0  5.811623  0.000000  5.811623  0.000000
 9465.0  5.845160  0.000000  5.845160  0.000000
 9470.0  5.869195  0.000000  5.869195  0.000000
 9475.0  5.895829  0.000000  5.895829  0.000000
 9480.0  5.932871  0.000000  5.932871  0.000000
 9485.0  5.970079  0.000000  5.970079  0.000000
 9490.0  5.984806  0.000000  5.984806  0.000000
 9495.0  5.964149  0.000000  5.964149  0.000000
 9500.0  5.927978  0.000000  5.927978  0.000000
 9505.0  5.931856  0.000000  5.931856  0.000000
 9510.0  6.035340  0.000000  6.035340  0.000000
 9515.0  6.252994  0.000000  6.252994  0.000000
 9520.0  6.530097  0.000000  6.530097  0.000000
 9525.0  6.765864  0.000000  6.765864  0.000000
 9530.0  6.870465  0.000000  6.870465  0.000000
 9535.0  6.820008  0.000000  6.820008  0.000000
 9540.0  6.669170  0.000000  6.669170  0.000000
 9545.0  6.507048  0.000000  6.507048  0.000000
 9550.0  6.393453  0.000000  6.393453  0.000000
 9555.0  6.326880  0.000000  6.326880  0.000000
 9560.0  6.260963  0.000000  6.260963  0.000000
 9565.0  6.154032  0.000000  6.154032  0.000000
 9570.0  6.012612  0.000000  6.012612  0.000000
 9575.0  5.886783  0.000000  5.886783  0.000000
 9580.0  5.825267  0.000000  5.825267  0.000000
 9585.0  5.834711  0.000000  5.834711  0.000000
 9590.0  5.876944  0.000000  5.876944  0.000000
 9595.0  5.906526  0.000000  5.906526  0.000000
 9600.0  5.917837  0.000000  5.917837  0.000000
 9605.0  5.954450  0.000000  5.954450  0.000000
 9610.0  6.064798  0.000000  6.064798  0.000000
 9615.0  6.248733  0.000000  6.248733  0.000000
 9620.0  6.439842  0.000000  6.439842  0.000000
 9625.0  6.543324  0.000000  6.543324  0.000000
 9630.0  6.510770  0.000000  6.510770  0.000000
 9635.0  6.384836  0.000000  6.384836  0.000000
